13690,top story pakistan quake survivors face long wait for aid awaran pakistan tens of httpAddress httpAddress #pakistan #news,Donation and volunteering
13699,azerbaijani ministry of emergency situations offered to #pakistan to hold rescue operations in the quake hit regions httpAddress,Donation and volunteering
13708,rt usrId news this is the time of the need we must help the affected people of #balochistan usrId #mqm #pakistan httpAddress,Donation and volunteering
13709,rt usrId she is waiting for your help #awaran girl child #balochistanearthquake httpAddress,Donation and volunteering
13727,watching pakistan #earthquake news ! shocked D httpAddress still waiting f any helps D save life ! waheguru !,Donation and volunteering
13731,rt usrId don t forget your #awaran #mashkay brothers amp ; sisters you can donate blood for quake victims call DD #balochi,Donation and volunteering
13740,rt usrId please help awaran and kech earthquake httpAddress #balochistan httpAddress usrId usrId usrId usrId,Donation and volunteering
13745,rt usrId pakistanis struggle for food shelter after quake httpAddress #pakistan,Donation and volunteering
13757,news #kkf have dispatched three trucks loaded with relief goods for #baluchistan #earthquake victims #reliefbykkf httpAddress,Donation and volunteering
13763,rt usrId tent villages have been set up in in muzaffargar #pakistan to help families affected by httpAddress httpAddress,Donation and volunteering
13765,#earthquake packed food httpAddress grains bottled water meds httpAddress can be deposited at cod dha or any nearby rangers httpAddress #karachi,Donation and volunteering
13773,rt usrId oxfam due to start aid distribution today to those affected by #pakistan earthquake httpAddress,Donation and volunteering
13775,#pakarmy soldiers distributing relief goods among #earthquake victims #bravo #salute2pakarmy !! httpAddress,Donation and volunteering
13779,rt usrId salute to #pakistani httpAddress flown to #balochistan to help our people after httpAddress,Donation and volunteering
13797,rt usrId relief goods to balochistan earthquake httpAddress #mqm #kkf #balochistan #earthquake httpAddress,Donation and volunteering
13798,rt usrId #kkf have dispatched three trucks loaded with relief goods for #baluchistan #earthquake victims #reliefbykkf httpAddress,Donation and volunteering
13809,#kkf relief activities for #balochistan earthquake victims #reliefbykkf #mqm httpAddress,Donation and volunteering
13820,rt usrId pakistan army providing mres meal ready to eat packs to #earthquake victims in kheich turbat httpAddress httpAddress,Donation and volunteering
13825,rt usrId at 1 13 15 christian aid speaks about the difficulties in delivering aid following the #pakistan quake httpAddress,Donation and volunteering
13830,relief workers security officials attacked with #guns #rockets while trying to reach #pakistan #earthquake victims httpAddress,Donation and volunteering
13833,rt usrId #earthquake appreciate the spirit of this young donor f 9 park collection point httpAddress httpAddress,Donation and volunteering
13838,#pakistan #news quake relief fund pm urges nation to donate generously httpAddress,Donation and volunteering
13839,rt usrId #pakistan rejected the requests of international ngos to enter in #balochistan for rescue and relief httpAddress #earthquake,Donation and volunteering
