790,#temblorcr having a laugh our bum off of httpAddress,Sympathy and support
791,alg n amigo en costa rica ?? todo bien por all ? #terremoto,Sympathy and support
792,terremoto de 7.9 en costa rica ! que dios los cuide !,Sympathy and support
793,rt usrId pray for the people of costa rica ! 7.9 earthquake and tsunami warning,Sympathy and support
794,terremoto de 7 9 sacude costa httpAddress seguira el per ?? .. xs,Sympathy and support
795,please pray ! a powerful httpAddress earthquake has shaken #costarica according to the httpAddress,Sympathy and support
796,me cuesta creerle al httpAddress #terremoto en costa rica 7 6 httpAddress,Sympathy and support
797,a 7.9 magnitude earthquake struck northwestern costa rica on httpAddress httpAddress hope everything is okay down there !!,Sympathy and support
798,c mo esta mi gente de costa rica tras el terremoto ? wow 7.9 grados denme noticias !!,Sympathy and support
799,my prayers go to the people of costa httpAddress they just had a massive earthquake !,Sympathy and support
800,de costa rica es usrId y deseamos que todo ande bien por all tras el httpAddress,Sympathy and support
801,nuestra #solidaridad con los hermanos de #costarica !!,Sympathy and support
802,damn a 7.6 earthquake hit #costarica .. poor costa rica,Sympathy and support
803,ojala se encuentren bien en costa rica httpAddress #terremoto,Sympathy and support
804,ya pude regresar a la httpAddress bonito momento eligi mi celular para apagarse #temblorcr,Sympathy and support
805,que miedo ! ahora terremoto de 7.2 en costa rica y con todo y alerta de tsunami !!,Sympathy and support
806,7.9 earthquake in costa rica we were just there just heard from our friends they r ok but so scary !! prayers that it will stay that way !,Sympathy and support
807,usrId thankyou i really needed to know costa rica had an earthquake when i m here in md,Sympathy and support
808,rt usrId oraciones p costa rica acab d sufrir terremoto d 7.9 grados d httpAddress alerta d tsunami p m xico col ecuad ..,Sympathy and support
809,usrId si aun no te haz enterado costa rica ha sufrido un tremendo terremoto as que el ht de hoy ser #fuerzacostarica retuit,Sympathy and support
810,fuerza a todos los de #costarica,Sympathy and support
811,fuerte #sismocr en #costarica .. dios protegenos !,Sympathy and support
812,usrId just had an earthquake here in costa rica we need your prayers,Sympathy and support
813,rt usrId solidaridad con nuestros hermanos de #costarica por el fuerte httpAddress,Sympathy and support
814,rt usrId me confirma usrId que est bien a pesar del terremoto en costa httpAddress mi otro compadre tico usrId httpAddress,Sympathy and support
815,my prayers go out to every1 in httpAddress had a 7.9 earthquake,Sympathy and support
816,#costarica is costa rica ok ? i m worried about httpAddress,Sympathy and support
817,bummer for caribbean locals amp ; httpAddress major quake hits near costa rica coast httpAddress hope all is well down there !,Sympathy and support
818,esperamos que todos los amigos de costa rica entre ellas usrId estn bien tras el httpAddress pendientes de httpAddress,Sympathy and support
819,rt usrId absolutamente sorprendido por la falta de comprobaci n de datos y fuentes de periodistas en tv #terremotocr,Sympathy and support
820,rt usrId orando por nuestros hermanos en costa rica que fueron sacudidos por un terremoto de 7.6 usrId,Sympathy and support
821,rt usrId como estan nuestros amigos de costa rica ? fue fuerte el terremoto ? les deseo que no haya daos materiales fuertes !!,Sympathy and support
822,httpAddress was that httpAddress god that was very scary take care of all of us in costa httpAddress,Sympathy and support
823,pray that all are safe .. rt usrId magnitude 7.9 earthquake strikes off the coast of costa rica usgs,Sympathy and support
824,rt usrId nete a nuestra #oraci n por nuestros #hermanos httpAddress #oracionencadena #costarica #sismo httpAddress,Sympathy and support
825,usrId aca en san jose el #temblorcr se sintio demasiado fuerte ! gran susto pero gracias a dios estamos httpAddress httpAddress,Sympathy and support
826,rt usrId qu tuitear inmediatamente despus de un desastre o emergencia httpAddress #costarica #terremotocrr,Sympathy and support
827,chicabrava stoked in style waiting out the tsunami warning after the huge earthquake in costa rica ! httpAddress httpAddress,Sympathy and support
828,saludos a nuestros hermanos costarricenses que todo est bien dios los bendiga #costarica,Sympathy and support
829,holy shit a 7.6 quake in costa rica ?! httpAddress would have never expected any sort of extreme fault activity in that httpAddress #prayers,Sympathy and support
830,todos mi apoyo y nimo a costa rica que acaba de sufrir un terremoto de 6 7 #fuerzacr,Sympathy and support
831,rt usrId urgente !! pedimos oracion !! terremoto de magnitud 7 9 sacudi a costa rica hoy mircoles httpAddress y alerta httpAddress http ..,Sympathy and support
832,rt usrId oremos por costa rica acaban de sufrir un terremoto de 7.9 y una alerta de tsunami para la costa norte del httpAddress,Sympathy and support
833,usrId usrId usrId praying you and yours are well in costa rica w the httpAddress,Sympathy and support
834,rt usrId gracias a todos los que se han preocupado por el temblor que pas en costa rica estamos bien confiando en que la mano de ..,Sympathy and support
