1,0,2
2,0,5
3,0,5
4,0,5
5,0,5
6,0,5
7,0,2
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,2
15,0,0
16,0,0
17,0,2
18,0,0
19,0,0
20,0,5
21,0,0
22,0,0
23,0,2
24,0,5
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,5
34,0,2
35,0,5
36,0,0
37,0,0
38,0,2
39,0,5
40,0,0
41,0,0
42,0,0
43,0,2
44,0,0
45,0,5
46,0,0
47,0,0
48,0,5
49,0,5
50,0,5
51,0,5
52,0,5
53,0,5
54,0,0
55,0,5
56,0,0
57,0,4
58,0,2
59,0,2
60,0,5
61,0,5
62,0,2
63,0,0
64,0,0
65,0,2
66,0,0
67,0,0
68,0,0
69,0,0
70,0,2
71,0,5
72,0,5
73,0,2
74,0,0
75,0,5
76,0,5
77,0,5
78,0,0
79,0,5
80,0,5
81,0,5
82,0,2
83,0,5
84,0,5
85,0,5
86,0,2
87,0,2
88,0,0
89,0,5
90,0,2
91,0,2
92,0,5
93,0,5
94,0,5
95,0,2
96,0,5
97,0,5
98,0,5
99,0,5
100,0,5
101,0,5
102,0,5
103,0,5
104,0,5
105,0,5
106,0,5
107,0,5
108,0,5
109,0,5
110,0,5
111,0,5
112,0,2
113,0,5
114,0,5
115,0,5
116,0,5
117,0,2
118,0,2
119,0,5
120,0,5
121,0,5
122,0,5
123,0,2
124,0,5
125,0,2
126,0,5
127,0,5
128,0,2
129,0,5
130,0,5
131,0,5
132,0,5
133,0,2
134,0,2
135,0,0
136,0,2
137,0,0
138,0,0
139,0,3
140,0,3
141,0,5
142,0,5
143,0,0
144,0,2
145,0,2
146,0,0
147,0,0
148,0,0
149,0,2
150,0,5
151,0,0
152,0,2
153,0,5
154,0,0
155,0,0
156,0,2
157,0,0
158,0,4
159,0,2
160,0,0
161,0,0
162,0,0
163,0,2
164,0,3
165,0,0
166,0,0
167,0,5
168,0,5
169,0,2
170,0,2
171,0,0
172,0,5
173,0,0
174,0,0
175,0,0
176,0,0
177,0,2
178,0,0
179,0,2
180,0,5
181,0,5
182,0,2
183,0,2
184,0,5
185,0,2
186,0,0
187,0,0
188,0,3
189,0,2
190,0,0
191,0,0
192,0,2
193,0,0
194,0,0
195,0,2
